City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
241,San Quintin,MX,2021-01-27 18:37:31,30.4833,-115.95,57.51,44,19,3.69
242,Kavaratti,IN,2021-01-27 18:37:31,10.5669,72.642,80.67,66,22,8.88
243,Mahajanga,MG,2021-01-27 18:37:31,-15.7167,46.3167,82.4,78,20,9.22
244,Fortuna,US,2021-01-27 18:37:32,40.5982,-124.1573,46.0,93,75,20.71
245,Ribeira Grande,PT,2021-01-27 18:37:32,38.5167,-28.7,59.0,82,75,25.32
246,Aklavik,CA,2021-01-27 18:37:32,68.2191,-135.0107,-13.0,77,100,4.61
247,Talaya,RU,2021-01-27 18:37:32,61.3833,152.75,-36.72,79,100,3.69
248,Santa Catalina,PH,2021-01-27 18:37:33,9.3337,122.8637,75.2,88,75,4.61
249,Jieshi,CN,2021-01-27 18:37:33,22.8134,115.8257,59.79,87,0,9.1
250,Kahului,US,2021-01-27 18:33:38,20.8947,-156.47,75.2,69,40,19.57
251,Sao Borja,BR,2021-01-27 18:37:33,-28.6606,-56.0044,82.71,73,93,8.21
252,Naron,ES,2021-01-27 18:37:33,43.5167,-8.1528,61.0,94,90,5.75
253,Alofi,NU,2021-01-27 18:37:34,-19.0595,-169.9187,77.0,88,100,5.75
254,Madison,US,2021-01-27 18:35:45,34.7334,-86.5667,53.01,66,40,12.66
255,Ahipara,NZ,2021-01-27 18:37:34,-35.1667,173.1667,64.94,89,55,4.07
256,Kanniyakumari,IN,2021-01-27 18:37:34,8.0833,77.5667,75.6,77,97,16.96
257,Poya,NC,2021-01-27 18:37:34,-21.35,165.15,75.02,81,97,0.89
258,Vestmannaeyjar,IS,2021-01-27 18:37:35,63.4427,-20.2734,35.6,69,75,35.68
259,Padang,ID,2021-01-27 18:36:57,-0.9492,100.3543,73.4,94,75,1.14
260,Chor,PK,2021-01-27 18:37:35,25.5167,69.7667,59.45,28,0,9.22
261,Tynda,RU,2021-01-27 18:37:35,55.1667,124.7167,-35.61,77,98,4.38
262,Askarovo,RU,2021-01-27 18:37:35,53.3372,58.5089,10.4,92,64,6.71
263,Nishihara,JP,2021-01-27 18:37:36,26.1842,127.7558,64.4,68,40,16.11
264,Sojat,IN,2021-01-27 18:33:12,25.9167,73.6667,55.67,37,0,6.8
265,Nuevitas,CU,2021-01-27 18:37:36,21.5453,-77.2644,86.0,51,40,5.75
266,Cidreira,BR,2021-01-27 18:37:36,-30.1811,-50.2056,78.28,81,100,11.88
267,Cutervo,PE,2021-01-27 18:37:37,-6.379,-78.8157,60.57,81,72,5.93
268,Faya,SA,2021-01-27 18:37:37,18.3851,42.4509,60.8,58,0,5.75
269,Marsh Harbour,BS,2021-01-27 18:35:15,26.5412,-77.0636,77.56,74,0,12.5
270,Bambanglipuro,ID,2021-01-27 18:37:37,-7.95,110.2833,74.75,91,97,7.9
271,Bamako,ML,2021-01-27 18:34:05,12.65,-8.0,91.4,7,0,9.22
272,Zhukovo,RU,2021-01-27 18:37:38,55.0318,36.744,32.0,74,100,2.24
273,Aniva,RU,2021-01-27 18:37:38,46.7144,142.5294,17.6,73,75,8.95
274,Henties Bay,NA,2021-01-27 18:37:39,-22.116,14.2845,68.0,82,22,6.04
275,Imbituba,BR,2021-01-27 18:37:39,-28.24,-48.6703,87.8,66,40,14.97
276,Ogawa,JP,2021-01-27 18:37:39,36.05,139.2667,41.0,98,100,1.99
277,Poum,NC,2021-01-27 18:37:39,-20.2333,164.0167,79.68,76,14,13.18
278,Tunceli,TR,2021-01-27 18:37:39,39.1083,39.5471,41.0,75,75,10.36
279,Torbay,CA,2021-01-27 18:35:16,47.6666,-52.7314,30.0,80,75,13.8
280,Petropavlovsk-Kamchatskiy,RU,2021-01-27 18:37:40,53.0452,158.6483,8.6,66,0,13.42
281,Dukat,RU,2021-01-27 18:37:40,62.55,155.55,-37.52,80,100,5.23
282,Hobyo,SO,2021-01-27 18:37:40,5.3505,48.5268,76.48,76,3,19.64
283,Sola,VU,2021-01-27 18:37:41,-13.8833,167.55,82.15,82,100,19.39
284,Tuatapere,NZ,2021-01-27 18:37:41,-46.1333,167.6833,48.99,87,100,14.0
285,Iskateley,RU,2021-01-27 18:37:41,67.6803,53.1512,-6.14,90,100,15.82
286,Cayenne,GF,2021-01-27 18:37:41,4.9333,-52.3333,82.4,74,75,5.75
287,Hoa Binh,VN,2021-01-27 18:37:42,20.8133,105.3383,68.0,73,75,5.75
288,Port Elizabeth,ZA,2021-01-27 18:37:42,-33.918,25.5701,66.2,94,75,6.91
289,Jacksonville,US,2021-01-27 18:34:49,30.3322,-81.6556,75.99,73,75,8.05
290,Hirado,JP,2021-01-27 18:37:42,33.3597,129.5531,48.0,32,85,13.94
291,Waipawa,NZ,2021-01-27 18:37:42,-41.4122,175.5153,64.4,82,90,24.16
292,Kameoka,JP,2021-01-27 18:37:42,35.0,135.5833,42.01,88,1,4.0
293,Diego De Almagro,CL,2021-01-27 18:37:43,-26.3667,-70.05,86.61,15,0,14.61
